dept_id,dept_name,dept_category,division,dept_type,dept_age_years,location_type,team_size,reporting_structure,manager_experience_level,supervisor_experience_level,primary_function,secondary_function,creation_reason,oversight_body,reporting_lag_days,training_hours_quarterly,violations_past_3years,remediation_plan_active,executive_support,external_consulting,engagement_programs,onboarding_program,improvement_commitment,digital_systems,external_partnerships,interdept_collaboration_score,resource_availability_score,external_interactions_frequency,risk_exposure_operational,risk_exposure_financial,operational_health_index,reporting_gaps_annual,audit_score_q1,audit_score_q2,compliance_score_final,overall_risk_score,is_high_risk
DEPT-1396,Digital Regulatory Affairs,Financial_Reporting,Corporate_HQ,Operations,5.0,Urban,Unknown,Centralized,4.0,4.0,Operations,Operations,Expansion,Internal_Audit,2.0,40.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,4.0,3.0,1.0,1.0,1.0,4.0,2.0,60.0,75.0,75.0,11.0,0.0
DEPT-8422,South Regulatory Affairs,Financial_Reporting,Corporate_HQ,Operations,8.0,Urban,Large,Centralized,4.0,4.0,Unknown,Other,Regulation,Internal_Audit,1.0,60.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,4.0,3.0,3.0,1.0,2.0,3.0,0.0,60.0,70.0,65.0,20.0,0.0
DEPT-2743,Compliance - Legacy Region,Financial_Reporting,Corporate_HQ,Operations,7.0,Urban,Large,Centralized,4.0,4.0,Operations,Compliance,Unknown,Internal_Audit,1.0,20.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,5.0,2.0,3.0,1.0,2.0,5.0,4.0,65.0,65.0,70.0,17.0,0.0
DEPT-7180,Emerging Division,Financial_Reporting,Corporate_HQ,Support,6.0,Unknown,Large,Autonomous,3.0,1.0,Operations,Other,Regulation,Internal_Audit,1.0,40.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,2.0,3.0,3.0,2.0,2.0,4.0,2.0,55.0,55.0,65.0,21.0,0.0
DEPT-8535,Audit Services - Global Region,Operational_Compliance,Unknown,Unknown,7.0,Unknown,Unknown,Unknown,3.0,2.0,Unknown,Unknown,Unknown,Unknown,1.0,40.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,4.0,3.0,3.0,1.0,2.0,4.0,2.0,60.0,60.0,65.0,20.0,0.0
DEPT-8429,Legacy Department,Financial_Reporting,Corporate_HQ,Unknown,6.0,Urban,Unknown,Centralized,0.0,2.0,Other,Other,Merger,Internal_Audit,1.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,4.0,3.0,2.0,2.0,4.0,5.0,0.0,55.0,60.0,55.0,20.0,1.0
DEPT-7761,Core Governance,Financial_Reporting,Corporate_HQ,Support,7.0,Remote,Large,Centralized,4.0,3.0,Compliance,Other,Expansion,Internal_Audit,2.0,60.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,4.0,4.0,2.0,1.0,1.0,4.0,0.0,55.0,60.0,60.0,10.0,0.0
DEPT-9035,Metro Hub,Financial_Reporting,Corporate_HQ,Support,6.0,Urban,Large,Autonomous,2.0,1.0,Other,Other,Merger,Internal_Audit,1.0,40.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,5.0,3.0,4.0,1.0,1.0,2.0,2.0,60.0,65.0,60.0,11.0,1.0
DEPT-5220,Internal Controls - Digital Region,Financial_Reporting,Corporate_HQ,Operations,8.0,Urban,Large,Centralized,2.0,1.0,Other,Other,Restructuring,Internal_Audit,1.0,40.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,5.0,2.0,4.0,1.0,2.0,4.0,2.0,80.0,80.0,80.0,16.0,0.0
DEPT-6192,Advanced Sector,Financial_Reporting,Corporate_HQ,Operations,7.0,Urban,Small,Centralized,4.0,3.0,Compliance,Operations,Regulation,Internal_Audit,2.0,20.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,4.0,2.0,3.0,1.0,2.0,4.0,0.0,50.0,50.0,50.0,15.0,1.0
DEPT-9694,Premier Unit,Financial_Reporting,Corporate_HQ,Support,5.0,Remote,Large,Centralized,3.0,3.0,Operations,Operations,Expansion,Compliance_Officer,2.0,60.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,4.0,2.0,1.0,2.0,3.0,3.0,2.0,65.0,60.0,65.0,26.0,1.0
DEPT-6321,Ethics and Compliance - Tactical Region,Financial_Reporting,Corporate_HQ,Operations,5.0,Urban,Large,Centralized,4.0,0.0,Compliance,Other,Regulation,Internal_Audit,1.0,80.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,3.0,4.0,3.0,1.0,1.0,1.0,0.0,60.0,55.0,55.0,10.0,1.0
DEPT-7015,West Team,Financial_Reporting,Corporate_HQ,Support,5.0,Urban,Small,Centralized,1.0,1.0,Administrative,Other,Merger,Internal_Audit,1.0,40.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,4.0,3.0,2.0,2.0,3.0,3.0,2.0,60.0,65.0,60.0,28.0,0.0
DEPT-8849,Legacy Group,Risk_Management,Corporate_HQ,Technology,4.0,Remote,Large,Hybrid,2.0,2.0,Other,Operations,Innovation,Internal_Audit,4.0,99.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,4.0,5.0,2.0,2.0,2.0,5.0,4.0,82.6,88.7,90.0,32.0,0.0
DEPT-2333,Risk Management - Emerging Region,Operational_Compliance,Unknown,Unknown,7.0,Unknown,Unknown,Unknown,3.0,2.0,Unknown,Unknown,Unknown,Unknown,1.0,40.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,4.0,3.0,3.0,1.0,2.0,4.0,2.0,60.0,60.0,65.0,20.0,0.0
DEPT-4298,Alpha Business Integrity,Financial_Reporting,Corporate_HQ,Support,6.0,Urban,Large,Centralized,2.0,3.0,Operations,Operations,Regulation,Internal_Audit,1.0,40.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,4.0,3.0,3.0,1.0,1.0,2.0,6.0,60.0,60.0,65.0,13.0,0.0
DEPT-1177,Advanced Office,Financial_Reporting,Regional_Operations,Operations,6.0,International,Small,Centralized,1.0,1.0,Operations,Compliance,Expansion,Board_Committee,2.0,84.0,3.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,4.0,5.0,3.0,2.0,1.0,5.0,27.0,54.2,60.0,65.6,58.5,1.0
DEPT-5153,Ethics and Compliance - Advanced Region,Operational_Compliance,Unknown,Unknown,7.0,Unknown,Unknown,Unknown,3.0,2.0,Unknown,Unknown,Unknown,Unknown,1.0,40.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,4.0,3.0,3.0,1.0,2.0,4.0,2.0,60.0,60.0,65.0,20.0,0.0
DEPT-6021,Metro Unit,Financial_Reporting,Corporate_HQ,Operations,8.0,Urban,Small,Autonomous,4.0,4.0,Compliance,Compliance,Expansion,Internal_Audit,1.0,40.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,5.0,4.0,3.0,1.0,2.0,2.0,0.0,85.0,85.0,85.0,10.0,0.0
DEPT-6557,Metro Financial Controls,Financial_Reporting,Corporate_HQ,Operations,6.0,Remote,Large,Centralized,3.0,2.0,Compliance,Operations,Merger,Internal_Audit,1.0,20.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,4.0,3.0,3.0,3.0,4.0,3.0,8.0,50.0,45.0,55.0,39.0,1.0
DEPT-8930,Legacy Operations,Operational_Compliance,Unknown,Unknown,7.0,Unknown,Unknown,Unknown,3.0,2.0,Unknown,Unknown,Unknown,Unknown,1.0,40.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,4.0,3.0,3.0,1.0,2.0,4.0,2.0,60.0,60.0,65.0,20.0,0.0
DEPT-6488,Advanced Compliance,Financial_Reporting,Corporate_HQ,Operations,8.0,Urban,Large,Centralized,4.0,2.0,Compliance,Other,Restructuring,Internal_Audit,1.0,40.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,4.0,3.0,2.0,1.0,4.0,5.0,2.0,75.0,80.0,80.0,26.0,0.0
DEPT-6494,Compliance - Advanced Region,Financial_Reporting,Corporate_HQ,Support,8.0,Urban,Large,Centralized,2.0,1.0,Unknown,Unknown,Unknown,Internal_Audit,2.0,40.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,5.0,3.0,3.0,1.0,2.0,4.0,2.0,60.0,60.0,75.0,16.0,0.0
DEPT-9669,Ethics and Compliance - Central Region,Operational_Compliance,Unknown,Unknown,7.0,Unknown,Unknown,Unknown,3.0,2.0,Unknown,Unknown,Unknown,Unknown,1.0,40.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,4.0,3.0,3.0,1.0,2.0,4.0,2.0,60.0,60.0,65.0,20.0,0.0
DEPT-8968,Alpha Financial Controls,Financial_Reporting,Corporate_HQ,Support,7.0,Remote,Large,Unknown,2.0,2.0,Other,Other,Regulation,Compliance_Officer,2.0,40.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,2.0,3.0,1.0,2.0,2.0,8.0,50.0,60.0,60.0,19.0,0.0
DEPT-1864,Governance - Central Region,Financial_Reporting,Corporate_HQ,Support,6.0,Urban,Small,Centralized,4.0,4.0,Finance,Unknown,Merger,Internal_Audit,1.0,60.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,5.0,4.0,5.0,1.0,2.0,4.0,2.0,75.0,75.0,70.0,11.0,0.0
DEPT-5319,Elite Ethics and Compliance,Operational_Compliance,Unknown,Unknown,7.0,Unknown,Unknown,Unknown,3.0,2.0,Unknown,Unknown,Unknown,Unknown,1.0,40.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,4.0,3.0,3.0,1.0,2.0,4.0,2.0,60.0,60.0,65.0,20.0,0.0
DEPT-7028,Tactical Regulatory Affairs,Financial_Reporting,Corporate_HQ,Operations,6.0,Urban,Unknown,Centralized,2.0,1.0,Administrative,Unknown,Regulation,Internal_Audit,4.0,20.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,3.0,2.0,1.0,1.0,1.0,2.0,4.0,45.0,45.0,55.0,12.0,1.0
DEPT-3484,Audit Services - Emerging Region,Financial_Reporting,Corporate_HQ,Support,6.0,Urban,Unknown,Centralized,3.0,3.0,Other,Other,Restructuring,Internal_Audit,1.0,40.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,4.0,3.0,3.0,1.0,3.0,4.0,2.0,45.0,55.0,55.0,21.0,1.0
DEPT-5006,Premier Services,Financial_Reporting,Corporate_HQ,Support,7.0,Unknown,Unknown,Centralized,2.0,4.0,Operations,Operations,Expansion,Unknown,1.0,40.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,5.0,4.0,2.0,2.0,2.0,5.0,0.0,85.0,90.0,85.0,25.0,0.0
DEPT-7893,East Hub,Financial_Reporting,Corporate_HQ,Legal,8.0,Urban,Large,Centralized,4.0,4.0,Compliance,Operations,Restructuring,Internal_Audit,2.0,20.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,3.0,2.0,4.0,1.0,4.0,3.0,6.0,55.0,60.0,60.0,28.0,0.0
DEPT-5218,Digital Solutions,Financial_Reporting,Regional_Operations,Unknown,10.0,Remote,Large,Unknown,1.0,0.0,Administrative,Other,Innovation,External_Auditor,5.0,44.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,4.0,2.0,1.0,1.0,2.0,2.0,7.0,66.0,71.6,72.7,43.5,1.0
DEPT-1797,Regional Hub,Financial_Reporting,Corporate_HQ,Unknown,6.0,Remote,Unknown,Centralized,4.0,4.0,Finance,Compliance,Merger,Internal_Audit,1.0,40.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,2.0,4.0,4.0,2.0,3.0,4.0,2.0,85.0,80.0,80.0,25.0,0.0
DEPT-2147,Alpha Division,Financial_Reporting,Corporate_HQ,Support,8.0,Remote,Small,Unknown,1.0,1.0,Administrative,Other,Expansion,Internal_Audit,2.0,80.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,5.0,3.0,2.0,1.0,1.0,3.0,2.0,85.0,85.0,90.0,11.0,0.0
DEPT-2460,Quality Assurance - East Region,Financial_Reporting,Corporate_HQ,Operations,5.0,Urban,Large,Centralized,4.0,4.0,Finance,Operations,Restructuring,Internal_Audit,1.0,40.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,5.0,4.0,2.0,3.0,4.0,5.0,0.0,50.0,55.0,55.0,35.0,1.0
DEPT-7691,Governance - Premier Region,Financial_Reporting,Corporate_HQ,Support,5.0,Remote,Small,Centralized,3.0,1.0,Other,Unknown,Expansion,External_Auditor,2.0,40.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,4.0,4.0,2.0,1.0,3.0,3.0,2.0,75.0,75.0,75.0,28.0,0.0
DEPT-6826,Regional Department,Financial_Reporting,Corporate_HQ,Operations,6.0,Urban,Large,Centralized,4.0,4.0,Finance,Other,Expansion,External_Auditor,1.0,40.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,4.0,2.0,4.0,2.0,4.0,1.0,0.0,65.0,65.0,70.0,30.0,0.0
DEPT-6506,North Business Integrity,Operational_Compliance,Unknown,Unknown,7.0,Unknown,Unknown,Unknown,3.0,2.0,Unknown,Unknown,Unknown,Unknown,1.0,40.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,4.0,3.0,3.0,1.0,2.0,4.0,2.0,60.0,60.0,65.0,20.0,0.0
DEPT-3404,Emerging Solutions,Financial_Reporting,Corporate_HQ,Support,6.0,Urban,Small,Centralized,2.0,2.0,Other,Administrative,Regulation,External_Auditor,2.0,40.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,4.0,3.0,3.0,2.0,2.0,5.0,14.0,50.0,55.0,55.0,37.0,1.0
DEPT-4248,Compliance - Central Region,Financial_Reporting,Corporate_HQ,Support,7.0,Urban,Small,Centralized,4.0,2.0,Unknown,Operations,Unknown,Unknown,1.0,80.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,4.0,3.0,3.0,1.0,1.0,4.0,2.0,60.0,60.0,85.0,11.0,0.0
DEPT-2792,Elite Department,Financial_Reporting,Corporate_HQ,Operations,6.0,Urban,Large,Centralized,3.0,1.0,Other,Other,Expansion,External_Auditor,2.0,80.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,4.0,3.0,2.0,1.0,1.0,5.0,2.0,65.0,55.0,65.0,11.0,0.0
DEPT-1953,South Office,Financial_Reporting,Corporate_HQ,Support,6.0,Urban,Small,Centralized,4.0,4.0,Unknown,Compliance,Unknown,Internal_Audit,1.0,40.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,4.0,5.0,2.0,1.0,2.0,3.0,0.0,55.0,50.0,55.0,15.0,1.0
DEPT-2656,Strategic Quality Assurance,Financial_Reporting,Corporate_HQ,Legal,8.0,Urban,Large,Centralized,2.0,2.0,Other,Other,Regulation,Internal_Audit,1.0,20.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,4.0,3.0,5.0,2.0,4.0,5.0,2.0,50.0,50.0,50.0,31.0,1.0
DEPT-4898,Beta Risk Management,Financial_Reporting,Corporate_HQ,Finance,7.0,Remote,Unknown,Centralized,0.0,4.0,Legal,Legal,Innovation,Internal_Audit,3.0,21.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,2.0,4.0,4.0,1.0,2.0,10.0,86.2,92.7,94.0,20.0,0.0
DEPT-6612,Regional Compliance,Financial_Reporting,Corporate_HQ,Unknown,6.0,Unknown,Large,Centralized,2.0,3.0,Other,Other,Expansion,Internal_Audit,1.0,40.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,4.0,4.0,3.0,1.0,3.0,4.0,2.0,55.0,60.0,60.0,22.0,0.0
DEPT-5313,Quality Assurance - Alpha Region,Financial_Reporting,Corporate_HQ,Support,6.0,Urban,Large,Autonomous,3.0,3.0,Other,Other,Regulation,Compliance_Officer,2.0,20.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,4.0,3.0,2.0,1.0,1.0,5.0,4.0,45.0,45.0,50.0,12.0,1.0
DEPT-6883,Regulatory Affairs - Strategic Region,Risk_Management,Corporate_HQ,Operations,8.0,Suburban,Small,Centralized,4.0,0.0,Legal,Administrative,Unknown,Unknown,3.0,40.0,4.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,3.0,3.0,2.0,2.0,2.0,4.0,14.0,77.6,79.5,79.8,67.0,1.0
DEPT-4659,Quality Assurance - Tactical Region,Operational_Compliance,Unknown,Unknown,7.0,Unknown,Unknown,Unknown,3.0,2.0,Unknown,Unknown,Unknown,Unknown,1.0,40.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,4.0,3.0,3.0,1.0,2.0,4.0,2.0,60.0,60.0,65.0,20.0,0.0
DEPT-8889,East Unit,Operational_Compliance,Unknown,Unknown,7.0,Unknown,Unknown,Unknown,3.0,2.0,Unknown,Unknown,Unknown,Unknown,1.0,40.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,4.0,3.0,3.0,1.0,2.0,4.0,2.0,60.0,60.0,65.0,20.0,0.0
DEPT-2357,Ethics and Compliance - Beta Region,Operational_Compliance,Unknown,Unknown,7.0,Unknown,Unknown,Unknown,3.0,2.0,Unknown,Unknown,Unknown,Unknown,1.0,40.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,4.0,3.0,3.0,1.0,2.0,4.0,2.0,60.0,60.0,65.0,20.0,0.0
DEPT-7170,Digital Risk Management,Financial_Reporting,Corporate_HQ,Technology,7.0,Urban,Small,Centralized,4.0,4.0,Other,Compliance,Restructuring,External_Auditor,2.0,20.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,4.0,1.0,1.0,2.0,2.0,5.0,0.0,60.0,65.0,65.0,20.0,0.0
DEPT-9958,Innovation Department,Financial_Reporting,Corporate_HQ,Support,7.0,Urban,Unknown,Centralized,2.0,4.0,Operations,Operations,Regulation,External_Auditor,1.0,40.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,4.0,3.0,3.0,1.0,1.0,5.0,8.0,70.0,60.0,80.0,20.0,0.0
DEPT-2916,Regulatory Affairs - Digital Region,Operational_Compliance,Unknown,Unknown,7.0,Unknown,Unknown,Unknown,3.0,2.0,Unknown,Unknown,Unknown,Unknown,1.0,40.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,4.0,3.0,3.0,1.0,2.0,4.0,2.0,60.0,60.0,65.0,20.0,0.0
DEPT-4992,Strategic Quality Assurance,Operational_Compliance,Unknown,Unknown,7.0,Unknown,Unknown,Unknown,3.0,2.0,Unknown,Unknown,Unknown,Unknown,1.0,40.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,4.0,3.0,3.0,1.0,2.0,4.0,2.0,60.0,60.0,65.0,20.0,0.0
DEPT-6539,North Office,Operational_Compliance,Unknown,Unknown,7.0,Unknown,Unknown,Unknown,3.0,2.0,Unknown,Unknown,Unknown,Unknown,1.0,40.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,4.0,3.0,3.0,1.0,2.0,4.0,2.0,60.0,60.0,65.0,20.0,0.0
DEPT-5019,Audit Services - Regional Region,Financial_Reporting,Corporate_HQ,Operations,6.0,Urban,Small,Centralized,2.0,2.0,Other,Other,Unknown,Internal_Audit,1.0,40.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,4.0,4.0,3.0,1.0,1.0,3.0,0.0,65.0,60.0,65.0,10.0,0.0
DEPT-5408,Core Office,Financial_Reporting,Corporate_HQ,Support,7.0,Urban,Large,Centralized,4.0,4.0,Operations,Compliance,Restructuring,Internal_Audit,2.0,40.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,4.0,2.0,4.0,2.0,3.0,4.0,30.0,70.0,75.0,80.0,20.0,0.0
DEPT-5560,South Compliance,Financial_Reporting,Corporate_HQ,Operations,7.0,Urban,Large,Centralized,2.0,1.0,Other,Other,Unknown,Unknown,1.0,20.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,5.0,4.0,3.0,1.0,2.0,5.0,22.0,45.0,35.0,30.0,26.0,1.0
DEPT-3427,Strategic Financial Controls,Risk_Management,Corporate_HQ,Operations,15.0,Remote,Small,Hybrid,4.0,1.0,Finance,Administrative,Regulation,External_Auditor,5.0,89.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,3.0,2.0,5.0,1.0,2.0,1.0,30.0,52.7,54.1,54.3,20.0,1.0
DEPT-6097,Financial Controls - Elite Region,Operational_Compliance,Unknown,Unknown,7.0,Unknown,Unknown,Unknown,3.0,2.0,Unknown,Unknown,Unknown,Unknown,1.0,40.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,4.0,3.0,3.0,1.0,2.0,4.0,2.0,60.0,60.0,65.0,20.0,0.0
DEPT-7719,Elite Regulatory Affairs,Financial_Reporting,Corporate_HQ,Support,7.0,Urban,Small,Autonomous,2.0,1.0,Other,Other,Regulation,Internal_Audit,3.0,20.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,3.0,2.0,2.0,1.0,2.0,5.0,2.0,60.0,50.0,55.0,19.0,1.0
DEPT-2401,Business Integrity - Alpha Region,Operational_Compliance,Unknown,Unknown,7.0,Unknown,Unknown,Unknown,3.0,2.0,Unknown,Unknown,Unknown,Unknown,1.0,40.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,4.0,3.0,3.0,1.0,2.0,4.0,2.0,60.0,60.0,65.0,20.0,0.0
DEPT-4589,West Quality Assurance,Financial_Reporting,Corporate_HQ,Operations,7.0,Urban,Small,Centralized,4.0,4.0,Compliance,Other,Restructuring,Compliance_Officer,1.0,20.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,5.0,4.0,3.0,2.0,4.0,5.0,8.0,50.0,55.0,55.0,34.0,1.0
DEPT-4544,Audit Services - Metro Region,Financial_Reporting,Corporate_HQ,Operations,5.0,Remote,Large,Centralized,4.0,4.0,Other,Other,Restructuring,External_Auditor,4.0,40.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,3.0,5.0,3.0,5.0,1.0,8.0,60.0,50.0,55.0,20.0,1.0
DEPT-5625,Tactical Audit Services,Financial_Reporting,Corporate_HQ,Support,7.0,Urban,Unknown,Unknown,1.0,1.0,Administrative,Administrative,Regulation,Internal_Audit,1.0,60.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,4.0,3.0,2.0,1.0,2.0,4.0,10.0,55.0,50.0,65.0,20.0,0.0
DEPT-2092,Prime Risk Management,Financial_Reporting,Corporate_HQ,Support,7.0,Urban,Large,Autonomous,4.0,3.0,Operations,Unknown,Expansion,Internal_Audit,1.0,40.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,4.0,3.0,2.0,1.0,1.0,1.0,0.0,75.0,70.0,75.0,10.0,0.0
DEPT-7521,West Business Integrity,Financial_Reporting,Corporate_HQ,Support,8.0,Remote,Large,Centralized,2.0,1.0,Other,Other,Expansion,Internal_Audit,2.0,40.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,4.0,3.0,5.0,1.0,2.0,3.0,12.0,40.0,45.0,65.0,21.0,0.0
DEPT-8642,Process Excellence - Tactical Region,Operational_Compliance,Unknown,Unknown,7.0,Unknown,Unknown,Unknown,3.0,2.0,Unknown,Unknown,Unknown,Unknown,1.0,40.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,4.0,3.0,3.0,1.0,2.0,4.0,2.0,60.0,60.0,65.0,20.0,0.0
DEPT-3465,Internal Controls - Global Region,Financial_Reporting,Corporate_HQ,Support,5.0,Remote,Large,Centralized,2.0,4.0,Operations,Finance,Regulation,Internal_Audit,1.0,60.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,4.0,3.0,2.0,1.0,1.0,4.0,2.0,50.0,55.0,50.0,11.0,1.0
DEPT-2954,Strategic Unit,Financial_Reporting,Corporate_HQ,Support,5.0,Urban,Large,Centralized,3.0,2.0,Finance,Operations,Restructuring,External_Auditor,1.0,40.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,3.0,3.0,3.0,1.0,2.0,3.0,2.0,55.0,55.0,55.0,20.0,1.0
DEPT-6500,Governance - Strategic Region,Operational_Compliance,Unknown,Unknown,7.0,Unknown,Unknown,Unknown,3.0,2.0,Unknown,Unknown,Unknown,Unknown,1.0,40.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,4.0,3.0,3.0,1.0,2.0,4.0,2.0,60.0,60.0,65.0,20.0,0.0
DEPT-5955,Regional Office,Operational_Compliance,Unknown,Unknown,7.0,Unknown,Unknown,Unknown,3.0,2.0,Unknown,Unknown,Unknown,Unknown,1.0,40.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,4.0,3.0,3.0,1.0,2.0,4.0,2.0,60.0,60.0,65.0,20.0,0.0
DEPT-1472,East Audit Services,Financial_Reporting,Corporate_HQ,Unknown,9.0,Unknown,Unknown,Centralized,2.0,2.0,Operations,Operations,Restructuring,Internal_Audit,1.0,40.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,4.0,3.0,3.0,1.0,1.0,5.0,0.0,50.0,50.0,55.0,10.0,1.0
DEPT-2487,Tactical Internal Controls,Operational_Compliance,Unknown,Unknown,7.0,Unknown,Unknown,Unknown,3.0,2.0,Unknown,Unknown,Unknown,Unknown,1.0,40.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,4.0,3.0,3.0,1.0,2.0,4.0,2.0,60.0,60.0,65.0,20.0,0.0
DEPT-8720,Regional Division,Financial_Reporting,Corporate_HQ,Unknown,5.0,Urban,Small,Autonomous,4.0,4.0,Compliance,Compliance,Regulation,Internal_Audit,1.0,20.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,4.0,5.0,3.0,1.0,1.0,4.0,4.0,65.0,70.0,70.0,12.0,0.0
DEPT-9093,Process Excellence - Regional Region,Financial_Reporting,Corporate_HQ,Support,5.0,Urban,Unknown,Centralized,3.0,2.0,Operations,Other,Unknown,Internal_Audit,1.0,40.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,4.0,4.0,4.0,1.0,1.0,5.0,4.0,60.0,55.0,55.0,12.0,1.0
DEPT-4820,Core Team,Financial_Reporting,Corporate_HQ,Support,5.0,Urban,Small,Centralized,3.0,2.0,Finance,Other,Merger,Internal_Audit,1.0,40.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,4.0,3.0,3.0,1.0,1.0,5.0,0.0,80.0,70.0,80.0,10.0,0.0
